ep06_00150.00s|おはよう 秀樹
ep06_00159.16s|他にもいっぱい覚えた
ep06_00162.28s|ひできが教えてくれた
ep06_00165.36s|点灯
ep06_00179.98s|おかず違う?
ep06_00197.86s|ちぃ、具合まだ覚えていない
ep06_00263.38s|いってらっしゃい
ep06_00281.26s|チーン
ep06_00841.32s|お財布
ep06_00845.12s|カバン
ep06_00859.72s|チィ是什麼目少し
ep06_00863.08s|鼻液が…
ep06_00865.00s|教えてくれた
ep06_00908.96s|チー
ep06_00928.96s|ちーよもいー
ep06_01024.78s|ちーつらくない?
ep06_01177.78s|ひでき
ep06_01185.64s|ひでき
ep06_01194.42s|暖かい
ep06_01197.42s|居歴温かい
ep06_01201.82s|すごく温かい
ep06_01205.32s|ちい、うらしい
ep06_01447.90s|秀樹、誰と話してるの?
ep07_00191.42s|ひでき、うううういってぐるぐるしてた。
ep07_00194.44s|大丈夫
ep07_00210.40s|ひでき怖かった
ep07_00219.90s|1位 夢わからない
ep07_00283.70s|バイト?
ep07_00303.40s|ちいバイトする
ep07_00327.78s|じゃあチンバイトしてもいいの?
ep07_00334.90s|ち、いいバイトする
ep07_00358.74s|ひできうれしい
ep07_00534.34s|いいバイトない
ep07_00548.70s|バイト探してる
ep07_00776.42s|G作ったの誰か知らない
ep07_00783.96s|秀樹は地位を拾ってくれた
ep07_00788.02s|でも作ってない
ep07_00797.36s|ついてる?
ep07_00800.18s|幸せ
ep07_00802.02s|それ秀樹にとっていいこと?
ep07_01053.40s|チー、何をやる?
ep07_01165.44s|ダメ
ep07_01307.28s|チー
ep08_00418.82s|ひでき
ep08_00689.42s|バイト
ep08_00694.64s|ちー、昨日はバイトに行ってた
ep08_00703.88s|ひでき、ダメだって言った
ep08_00706.36s|だからチー、やばいばいとはしなかった
ep08_00721.54s|チンがバイトしたらひできうれしいって言った
ep08_00744.00s|チー、いけない?
ep08_00752.34s|本当に?
ep08_00763.88s|チー
ep08_00768.16s|だって秀樹はチーノ
ep08_00777.98s|して秀樹嬉しいって言ってた
ep08_00789.74s|うんありがとう秀樹
ep08_00794.16s|きっちブラシ
ep08_00916.22s|お菓子をお買い上げいただいた方にプレゼントを差し上げています
ep08_00921.44s|ただいまチロル開店5周年の記念フェアを開催中です
ep08_00975.82s|あたり?
ep08_00982.22s|チン、バイト初めてだからよくわからない
ep08_00986.00s|チー、やること間違ってなかった?
ep08_01004.82s|これお金?
ep08_01014.56s|この中に入ってるので何か買える?
ep08_01020.94s|ひできの欲しいものこの中に入ってるので買える
ep08_01024.50s|ちぃ、わからないこといっぱい
ep08_01030.18s|上田博康店長いろいろ教えてください
ep08_01040.70s|店長この人は店長って呼ぶ
ep08_01058.36s|ち、いっこ
ep08_01063.80s|ちいい子
ep08_01066.04s|ひできが言ってた
ep08_01086.58s|他にバイトいないの?
ep08_01098.82s|本当になんでもない
ep08_01107.30s|このフェアが終わってからもチロルでバイトしてくれます
ep08_01116.56s|良いかどうか秀樹に聞いてくる
ep08_01133.56s|何がダメ?バイト?
ep08_01138.82s|抱きつくのダメなの?
ep08_01144.22s|ちぃ、わからない
ep08_01154.58s|チーノ
ep08_01214.40s|ひできちんもっとバイトしていい
ep08_01239.24s|それで秀樹の好きなもの買える?
ep08_01265.30s|お金いらなかった
ep08_01270.34s|けど
ep08_01277.60s|ちぃー
ep08_01294.00s|ひでっ
ep08_01298.42s|抱きついていい?
ep09_00104.00s|チロルでもらったバイト代
ep09_00111.60s|ひできこれでチーの好きなもの買っていいって言った
ep09_00117.34s|でもやっぱり一位秀樹に何かあげたい
ep09_00140.10s|いっぱいの参考書
ep09_00142.50s|いっぱいのおかず
ep09_00147.10s|これ持ってる
ep09_00148.32s|それ持ってる
ep09_00151.10s|ひできこれ持ってない
ep09_00159.80s|これ、秀樹にあげる
ep09_00379.66s|ひできおかえり
ep09_00391.46s|チー、秀樹に買ってきた
ep09_00416.84s|チーも嬉しい顔になる
ep09_00418.54s|こんな顔になる
ep09_00428.58s|幸せ
ep09_00445.68s|いいこと
ep09_00464.62s|ティー
ep09_00499.60s|とっひできおかずうれしくない
ep09_00552.82s|ちん
ep09_00650.28s|秀樹昨日行ってたお風呂屋さんって今日行く?
ep09_00659.22s|わかった
ep09_00985.22s|ひでき
ep09_00987.78s|バイト終わった
ep09_00991.06s|これからお風呂
ep09_00994.04s|一緒にお風呂屋さん行く?
ep09_01038.42s|ゆぶね
ep09_01047.42s|血してる
ep09_01052.62s|じまえにみた
ep09_01115.04s|ちいまねしたまわりをよくみて
ep09_01118.80s|周りを見て秀樹の真似した
ep09_01122.32s|秀樹の真似して後ついてった
ep09_01176.80s|これ、居歴のおかず。
ep09_01217.58s|え?ひでき、笑顔を!
ep09_01310.74s|それ、ちぃが買った
ep09_01313.36s|秀樹の本と一緒に
ep09_01327.12s|ちー
ep09_01458.64s|ちー
ep10_00185.34s|人はみんなあれと一緒
ep10_00222.22s|代わりにはなれても人にはなれない
ep10_00226.00s|それは私がよく知っている
ep10_00237.80s|おかえりなさい
ep10_00398.88s|ひでき
ep10_00407.84s|予備校で嬉しいことある?
ep10_00441.80s|ひできその女の子好きなの
ep10_00454.66s|いってらっしゃい
ep10_00723.10s|私ともう一人の私で
ep10_00755.40s|Cを呼んでいる
ep10_00791.30s|チキ
ep10_00809.30s|G わからない
ep10_00823.90s|秀樹は地位を拾ってくれた
ep10_00829.96s|チーはチーの名前
ep10_00832.44s|ひできがつけてくれた
ep10_00850.00s|ちー 目が覚めて悲劇が教えてくれたことしか知らない
ep10_01451.50s|ちょびっつ 次回 地位 確かめる
ep11_00294.68s|ひできあそこ
ep11_00378.06s|チーム
ep11_00381.64s|ひでき
ep11_00385.16s|ひでき
ep11_00389.52s|はい
ep11_00409.68s|音しなくなって
ep11_00420.68s|何か
ep11_00448.18s|ひできどうしたの
ep11_00450.18s|具合悪い?
ep11_00658.55s|ひでき
ep11_00666.10s|ひできあの部屋怖い
ep11_00671.88s|ち、確かめる
ep11_00803.58s|そこ
ep11_01112.84s|ひでき
ep11_01118.12s|これで怖くない?
ep11_01157.66s|いる
ep11_01259.14s|大丈夫
ep11_01265.44s|秀樹もう壊
ep11_01270.44s|よかった
ep11_01305.44s|ひげき
ep11_01311.44s|ちぃっいできまだねる?
ep11_01317.44s|おやすみ
ep11_01320.76s|また聞こえる
ep12_00292.72s|ネットゲーム?
ep12_00487.42s|ひできと一緒にゲームできる?
ep12_00843.82s|チチ
ep12_00849.86s|わからない
ep12_00855.50s|でも秀樹と一緒じゃなかった
ep12_00864.68s|ちっ
ep12_00962.86s|ちぃ
ep12_00976.86s|魔法回復アイテム
ep12_00982.24s|おかえり、秀樹
ep12_00985.10s|今日もゲームスルー!
ep12_00986.76s|今日はひできと一緒
ep12_01265.82s|ちぃ?ちぃ?何も覚えてない?
ep12_01271.40s|qui
ep12_01295.82s|ひできもうゲームしないの
ep12_01305.72s|チー一緒にゲームできなかった
ep12_01314.78s|ちー
ep12_01317.18s|ち
ep12_01319.30s|ここにある別のゲーム
ep12_01434.96s|ひでき、これなに?
ep13_00230.18s|いらっきり
ep13_00354.56s|こんにちは
ep13_00399.22s|いっぱいの水
ep13_00404.22s|海
ep13_00465.52s|しょっぱい水
ep13_00475.52s|チップ
ep13_00797.88s|ちぃ
ep13_00874.88s|かい!
ep13_00877.68s|じゃあこれは?えっと
ep13_00926.42s|ちっじゃああれは
ep13_00931.72s|居歴あれは何?
ep13_01058.56s|ひでき泳げない
ep13_01151.70s|チームバッシャーする
ep13_01252.68s|ひでき
ep13_01261.28s|地壁
ep13_01268.68s|ひでき、怒ってる?ちい、いけないことした?
ep13_01425.82s|ひでき夏は暑い?
ep13_01446.32s|夏は清水先生が来る?
ep14_00146.00s|ひるき、元気ない、病気?
ep14_00445.50s|おかえり
ep14_00454.82s|置いとくといいって
ep14_00462.78s|これが夏?
ep14_00532.76s|こんばんは
ep14_00596.88s|お月様、ひできが教えてくれた。
ep14_00686.74s|秀樹、大丈夫?
ep14_00691.74s|ちぃ
ep14_00798.70s|ちん
ep14_00803.12s|清水先生
ep14_00804.66s|パタンってなった
ep14_00986.62s|いってらっしゃい
ep15_00224.38s|ひとつまって何?
ep15_00571.86s|見てき
ep15_00597.42s|いい?
ep15_00602.16s|チー
ep16_00098.70s|それ、ひできのおかず
ep16_00113.90s|キー
ep16_00115.90s|そろそろひでき帰ってくる
ep16_00129.90s|ひでき帰ってきた
ep16_00183.80s|ひできどうしたの?何か?
ep16_00209.58s|最後まで終わります
ep16_00327.08s|ちーん
ep16_00335.87s|ご視聴ありがとうございました
ep16_00350.18s|ひでき
ep16_00484.06s|電気
ep16_00538.92s|まだ元気ない
ep16_00550.04s|ひでき
ep16_00555.54s|ちっ
ep16_00567.76s|行ってきます。
ep16_00589.96s|チ Europa
ep16_00592.96s|でも元気な愛秀樹を見ると地位こうなる。
ep16_00596.96s|秀樹お財布を落とした
ep16_00603.22s|だけどチーは何もしてあげられない
ep16_00607.00s|地位秀樹に何かしてあげたい
ep16_00610.48s|元気にしてあげたい
ep16_00636.42s|これあげたらひでききっと喜ぶ
ep16_00646.44s|秀樹これで元気
ep16_00665.28s|どうして?
ep16_00677.56s|チー
ep16_00718.15s|ひでき
ep16_00760.00s|こないだひできこうやってぐるぐるやったのを食べてた
ep16_00807.24s|ちい、秀樹のためにバイトしたのに。
ep16_00810.10s|秀樹お金いらないって
ep16_00812.32s|ちい秀樹のために何ができる
ep16_00815.48s|何をしたら秀樹は喜ぶ?
ep16_00835.32s|ちぃー
ep16_00889.68s|次は
ep16_00928.74s|チッわかった
ep16_01045.66s|チートスモモで管理人さんに教わって作った
ep16_01050.36s|秀樹、バイト代は地位が使えって言った。
ep16_01057.58s|ひでき最近元気なかった
ep16_01061.26s|た 秀樹が元気じゃないとチーも元気なくなる
ep16_01065.22s|だからちいひできに元気あげたい
ep16_01132.42s|左手は猫の手
ep16_01136.64s|アクア丁寧に救う
ep16_01139.64s|いっぱい覚えた
ep16_01141.14s|管理人さんもおいしいって言ってくれた
ep16_01150.28s|ひでき笑った
ep16_01153.10s|久しぶりに笑った
ep16_01155.40s|うれしい
ep16_01163.18s|ひできが笑うとチーム嬉しい
ep16_01173.38s|ご視聴ありがとうございました
ep16_01228.38s|ちぃ
ep16_01237.38s|キー
ep17_00214.10s|チッチッチッ
ep17_00248.88s|ちい、サージする。
ep17_00267.62s|ぷちーーーーー
ep17_00283.80s|ひでき大丈夫?
ep17_00315.06s|うっうっうっうっ
ep17_00610.00s|チィ Stream
ep17_00615.70s|てぃの服
ep17_00623.34s|ちぃ、何か忘れてる?
ep17_00630.98s|地
ep17_00775.42s|秀樹、大丈夫?
ep17_00792.52s|よかった
ep17_00804.82s|クレタはもらった時に言う言葉
ep17_00857.60s|ピー
ep17_01020.52s|ちー
ep17_01063.22s|adopting
ep17_01071.72s|きぃー
ep17_01081.42s|T
ep17_01089.52s|ちぃー
ep17_01230.16s|着
ep17_01453.62s|じぇーん
ep18_00151.56s|キィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィィ
ep18_00355.96s|いってらっしゃい
ep18_00401.78s|本当に?
ep18_00410.84s|本当に
ep18_00417.10s|ひできが病気って思ったら
ep18_00420.88s|胸がキュッて痛くなった
ep18_00580.04s|あの本の続き
ep18_00847.32s|ひいいいい
ep18_00855.82s|チーの知らないとこ
ep18_00864.32s|ひできの部屋じゃない
ep18_00870.20s|ちーどうしてここにいる
ep18_00882.32s|に、誘拐?
ep18_00889.16s|さらわれた
ep18_00891.90s|また、それおかず?
ep18_00907.00s|ね。ちぃ、わからないこといっぱい。
ep18_00913.96s|そう、秀樹は、秀樹は地位を拾ってくれた。
ep18_00920.66s|ひできはチーにいろいろ教えてくれる
ep18_00937.06s|小島 よしゆき
ep18_00941.66s|ここどこ?
ep18_00948.04s|さっきこれが
ep18_00963.10s|ちー覚えた
ep18_00964.38s|これコトコ
ep18_00973.48s|ジー、ここに誘拐されてきた?
ep18_00979.86s|どうして?
ep18_01010.90s|ジョビッツチーガー
ep18_01017.36s|ちーわちー
ep18_01022.96s|チーは最初チーンしか言えなかったから
ep18_01056.46s|ちいはひできがつけてくれた名前
ep18_01060.96s|ひできがつけてくれた
ep18_01064.32s|だからちー
ep18_01067.76s|大好き
ep19_01445.06s|地位の特別な人
ep19_01448.66s|ちょびっつ 次回 地位 求める
ep19_01454.20s|チーのチーだけの人
ep20_00107.51s|ひできのとき
ep20_00121.57s|チーじゃなかったら
ep20_00161.56s|始めるって何を?
ep20_00256.74s|リボム
ep20_00298.06s|ちー特別
ep20_00949.66s|ビデッキ
ep20_00988.82s|急に意識が…
ep20_01006.82s|いってき
ep20_01010.82s|ひできひできひでき
ep20_01015.82s|ちわち
ep20_01021.82s|ち、うれしい
ep20_01024.82s|ひできが来てくれて嬉しい
ep20_01230.80s|てぃ
ep20_01265.08s|ひでき、どこ行くの?
ep20_01421.28s|チート秀樹にもある?
ep20_01428.34s|秀樹とジーの思い出
ep21_00220.34s|ひできお出かけ
ep21_00225.74s|チーク
ep21_00235.00s|チーンバイト楽しい
ep21_00248.00s|Gバイトより今の方がいい
ep21_00253.12s|ちー楽しい
ep21_00806.16s|ひできが様子見てこいって
ep21_00811.90s|ゆずき
ep21_00851.42s|どんなこと?
ep21_00858.52s|新秀樹喜ぶと嬉しい
ep21_00861.48s|ひでき喜ぶなら
ep21_00863.44s|する
ep21_01247.30s|ゆずき
ep21_01249.70s|ゆずき嬉しそうだった
ep21_01252.56s|チームうれしい
ep21_01266.72s|ジーとヒデキも思い出ある?
ep22_00197.50s|チ、チロルでもらったお金で料理するチ、秀樹の笑顔見たい
ep22_00312.06s|チーム手伝う
ep22_00314.24s|チーバイトしに来た
ep22_00321.24s|じー-,
ep22_00337.24s|チュープ
ep22_00405.98s|違う
ep22_00524.98s|今もそう
ep22_00539.34s|ユミさんが泣いたのはチーのせい
ep22_00541.72s|地位を見て泣いた
ep22_00549.04s|さよなら
ep22_00650.86s|さよならのせい
ep22_00660.44s|さよならどれも同じ
ep22_00711.16s|好きです
ep22_00940.98s|嫌いな人の近くにいたの?
ep22_00960.66s|また、この服を見たら、
ep22_00973.48s|歌いのつらい?どうすればいいの?
ep22_01212.80s|ちー間違えた
ep22_01214.84s|これゆみさんのだって店長言ってた
ep22_01234.50s|私を
ep22_01291.14s|ひできつなぐの幸せ
ep22_01438.34s|その人がそばにいてくれると幸せ。
ep22_01454.24s|ちょびっつ次回地位決める
ep23_00171.38s|非常デスク!
ep23_00182.70s|いらっき
ep23_00200.24s|チー
ep23_00221.30s|今でも胸が辛くなる
ep23_00230.68s|大事なものをなくしたのに
ep23_00237.34s|でも私は探している
ep23_00637.66s|おかえりなさい
ep23_00715.88s|いでき
ep23_00731.08s|秀樹、どうしてチーに抱きつく?
ep23_01264.18s|あなたは
ep23_01276.82s|Gは秀樹が好き
ep23_01279.90s|ひできはちぃが好き?
ep24_00099.00s|あなたは私だけの人?
ep24_00109.70s|地位は秀樹が好き
ep24_00288.00s|邪魔しないで
ep24_00687.16s|フレイヤが消える前に
ep24_01113.70s|ひでき
ep24_01224.70s|ひでき
ep24_01228.50s|ありがとう
ep24_01231.26s|Gパソコン
ep24_01233.44s|地位人間じゃない
ep24_01235.80s|できないこともある
ep24_01241.10s|ひできと一緒にいたい
ep24_01317.26s|ひでき
